************************************************************************
file with basedata            : EXPL7.BAS
initial value random generator: 1126234428
************************************************************************
projects                      :  1
jobs (incl. supersource/sink ):  28
horizon                       :  138
RESOURCES
  - renewable                 :  2   R
  - nonrenewable              :  2   N
  - doubly constrained        :  0   D
************************************************************************
PROJECT INFORMATION:
pronr.  #jobs rel.date duedate tardcost  MPM-Time
    1     26      0       48       21       48
************************************************************************
PRECEDENCE RELATIONS:
jobnr.    #modes  #successors   successors
   1        1          1           2
   2        1          3           3   4   5
   3        1          1          10
   4        1          3           9  12  18
   5        1          3           6  10  24
   6        1          2           7   8
   7        1          3          17  19  26
   8        1          1          11
   9        1          1          13
  10        1          2          17  18
  11        1          3          13  14  18
  12        1          2          15  22
  13        1          1          21
  14        1          2          20  22
  15        1          1          16
  16        1          2          23  24
  17        1          1          27
  18        1          1          23
  19        1          1          20
  20        1          1          25
  21        1          1          22
  22        1          1          26
  23        1          1          25
  24        1          1          25
  25        1          1          27
  26        1          1          27
  27        1          1          28
  28        1          0        
************************************************************************
REQUESTS/DURATIONS:
jobnr. mode duration  R 1  R 2  N 1  N 2
------------------------------------------------------------------------
  1      1     0       0    0    0    0
  2      1     1       0    4    8    8
  3      1     1       0    5    5    3
  4      1     7       5    0    3    6
  5      1     2       8    0    1    5
  6      1     3       0    9    5   10
  7      1     4       0    3    7    1
  8      1     2       0    9    2    3
  9      1     9       4    0    6    3
 10      1     5       0    4    6    7
 11      1     5       9    0    8    5
 12      1     5       8    0    2    4
 13      1     1       0    3    9    9
 14      1     3       0    9    5    9
 15      1     5       0    4    2    7
 16      1    10       0    5    4    6
 17      1    10       8    0    3    6
 18      1     9       8    0    8    6
 19      1     6       0   10    6    3
 20      1     9       0    6    3    3
 21      1     9       0    1    5    4
 22      1     9       4    0    5    3
 23      1     9       0    5    5    4
 24      1     1       7    0    8    6
 25      1     1       3    0    7    7
 26      1     7       0    7    2    8
 27      1     5       8    0    2    3
 28      1     0       0    0    0    0
************************************************************************
RESOURCEAVAILABILITIES:
  R 1  R 2  N 1  N 2
   13   13  127  139
************************************************************************
