************************************************************************
file with basedata            : EXPL7.BAS
initial value random generator: 18273
************************************************************************
projects                      :  1
jobs (incl. supersource/sink ):  28
horizon                       :  148
RESOURCES
  - renewable                 :  2   R
  - nonrenewable              :  2   N
  - doubly constrained        :  0   D
************************************************************************
PROJECT INFORMATION:
pronr.  #jobs rel.date duedate tardcost  MPM-Time
    1     26      0       60        4       60
************************************************************************
PRECEDENCE RELATIONS:
jobnr.    #modes  #successors   successors
   1        1          1           2
   2        1          2           3  13
   3        1          3           4   5   8
   4        1          3           6  20  21
   5        1          1          15
   6        1          3           7   9  10
   7        1          2          11  12
   8        1          1          22
   9        1          3          11  14  18
  10        1          1          17
  11        1          1          16
  12        1          2          14  18
  13        1          1          16
  14        1          1          16
  15        1          2          21  22
  16        1          1          19
  17        1          1          27
  18        1          2          19  24
  19        1          1          27
  20        1          1          25
  21        1          1          24
  22        1          3          23  24  25
  23        1          1          26
  24        1          1          26
  25        1          1          26
  26        1          1          27
  27        1          1          28
  28        1          0        
************************************************************************
REQUESTS/DURATIONS:
jobnr. mode duration  R 1  R 2  N 1  N 2
------------------------------------------------------------------------
  1      1     0       0    0    0    0
  2      1     9       6    0    2    7
  3      1     7       4    0    3   10
  4      1     3       2    0    4    6
  5      1     8       3    0    9    8
  6      1     3       0    7    6    9
  7      1     7       6    0    8    7
  8      1     5       1    0    7    5
  9      1     4       3    0    5    9
 10      1     9       0    5    8    4
 11      1     6       0    4    9    3
 12      1     1       0    6    3    7
 13      1     9       9    0    6    3
 14      1     7       0    4    7    5
 15      1     4       0    8    7    6
 16      1     9       0    6    9    4
 17      1     9       0    9    6    2
 18      1     9       0    1    6    2
 19      1     2       0    8    1    7
 20      1     1       6    0    4    1
 21      1     2       0    3    1    4
 22      1     3       3    0    5    4
 23      1     6       2    0    8    5
 24      1     6       0    4    5    5
 25      1     4       0    5   10    8
 26      1     6       7    0    9    3
 27      1     9       7    0    1    6
 28      1     0       0    0    0    0
************************************************************************
RESOURCEAVAILABILITIES:
  R 1  R 2  N 1  N 2
   10   12  149  140
************************************************************************
