************************************************************************
file with basedata            : EXPL7.BAS
initial value random generator: 366687207
************************************************************************
projects                      :  1
jobs (incl. supersource/sink ):  28
horizon                       :  160
RESOURCES
  - renewable                 :  2   R
  - nonrenewable              :  2   N
  - doubly constrained        :  0   D
************************************************************************
PROJECT INFORMATION:
pronr.  #jobs rel.date duedate tardcost  MPM-Time
    1     26      0       63        4       63
************************************************************************
PRECEDENCE RELATIONS:
jobnr.    #modes  #successors   successors
   1        1          1           2
   2        1          3           3   4   8
   3        1          2          10  13
   4        1          3           5   6   7
   5        1          2           9  10
   6        1          2          23  25
   7        1          3          11  14  21
   8        1          1          15
   9        1          2          21  26
  10        1          1          12
  11        1          1          13
  12        1          2          17  18
  13        1          2          16  20
  14        1          1          22
  15        1          1          24
  16        1          3          19  22  23
  17        1          1          19
  18        1          1          20
  19        1          1          24
  20        1          1          25
  21        1          2          22  23
  22        1          1          27
  23        1          1          27
  24        1          1          26
  25        1          1          26
  26        1          1          27
  27        1          1          28
  28        1          0        
************************************************************************
REQUESTS/DURATIONS:
jobnr. mode duration  R 1  R 2  N 1  N 2
------------------------------------------------------------------------
  1      1     0       0    0    0    0
  2      1    10       3    0    7    5
  3      1     5       9    0    1    5
  4      1     8       0    9    6    7
  5      1     7       0    9    9    8
  6      1     5       3    0    5    2
  7      1     5       6    0    6    5
  8      1     4       0    3    8    6
  9      1     8       0    5    7    9
 10      1     6       0    4    8    9
 11      1     8       0    3    7    2
 12      1     9       6    0    8    5
 13      1     7       3    0    2    6
 14      1     4       6    0    5    3
 15      1    10       0    3    4    5
 16      1     7       7    0    8    6
 17      1     5       0    9    2    2
 18      1     8       0    9    7    8
 19      1     2       0    5    2    3
 20      1     1       4    0    4    5
 21      1     5       5    0    9    2
 22      1    10       9    0    5    6
 23      1     5       5    0    6    4
 24      1     7       7    0    2    6
 25      1     5       0    3    2    3
 26      1     3       7    0    3    5
 27      1     6       7    0    8    6
 28      1     0       0    0    0    0
************************************************************************
RESOURCEAVAILABILITIES:
  R 1  R 2  N 1  N 2
   12   11  141  133
************************************************************************
