************************************************************************
file with basedata            : EXPL5.BAS
initial value random generator: 1363966943
************************************************************************
projects                      :  1
jobs (incl. supersource/sink ):  20
horizon                       :  98
RESOURCES
  - renewable                 :  2   R
  - nonrenewable              :  2   N
  - doubly constrained        :  0   D
************************************************************************
PROJECT INFORMATION:
pronr.  #jobs rel.date duedate tardcost  MPM-Time
    1     18      0       46        7       46
************************************************************************
PRECEDENCE RELATIONS:
jobnr.    #modes  #successors   successors
   1        1          1           2
   2        1          3           3   5   7
   3        1          2           4   6
   4        1          1          11
   5        1          2           6  15
   6        1          2           9  17
   7        1          3           8  10  11
   8        1          3          12  13  17
   9        1          1          16
  10        1          1          14
  11        1          2          13  17
  12        1          1          14
  13        1          2          14  18
  14        1          1          15
  15        1          1          19
  16        1          1          18
  17        1          1          18
  18        1          1          19
  19        1          1          20
  20        1          0        
************************************************************************
REQUESTS/DURATIONS:
jobnr. mode duration  R 1  R 2  N 1  N 2
------------------------------------------------------------------------
  1      1     0       0    0    0    0
  2      1     6       0    7    5    6
  3      1    10       1    0    5    9
  4      1     2       2    0    9    9
  5      1    10       0   10    8    7
  6      1     5       8    0    3    5
  7      1     6       0   10    7    9
  8      1     4       0    5   10    5
  9      1     1       0    4    2    3
 10      1     4       0    5    6    6
 11      1    10       8    0    6    2
 12      1    10       7    0    6    6
 13      1     6       5    0    6    7
 14      1     2       8    0    2    4
 15      1     7       0    3    3    7
 16      1     1       5    0    6    7
 17      1     2       0   10    5    8
 18      1     9       8    0    3    2
 19      1     3       0    3    3    6
 20      1     0       0    0    0    0
************************************************************************
RESOURCEAVAILABILITIES:
  R 1  R 2  N 1  N 2
   11   12   95  108
************************************************************************
