************************************************************************
file with basedata            : EXPL5.BAS
initial value random generator: 73940398
************************************************************************
projects                      :  1
jobs (incl. supersource/sink ):  20
horizon                       :  98
RESOURCES
  - renewable                 :  2   R
  - nonrenewable              :  2   N
  - doubly constrained        :  0   D
************************************************************************
PROJECT INFORMATION:
pronr.  #jobs rel.date duedate tardcost  MPM-Time
    1     18      0       44        4       44
************************************************************************
PRECEDENCE RELATIONS:
jobnr.    #modes  #successors   successors
   1        1          1           2
   2        1          3           3  11  12
   3        1          3           4   5  10
   4        1          1           9
   5        1          3           6   7  13
   6        1          2           8   9
   7        1          3           8  16  17
   8        1          1          19
   9        1          1          19
  10        1          1          15
  11        1          1          16
  12        1          2          13  14
  13        1          1          18
  14        1          2          15  16
  15        1          1          17
  16        1          1          18
  17        1          1          18
  18        1          1          19
  19        1          1          20
  20        1          0        
************************************************************************
REQUESTS/DURATIONS:
jobnr. mode duration  R 1  R 2  N 1  N 2
------------------------------------------------------------------------
  1      1     0       0    0    0    0
  2      1     4       4    0    7    1
  3      1     8       0   10    4    3
  4      1     3       0    4    8    6
  5      1     7       0    4    3    2
  6      1     2       6    0    3    8
  7      1    10       5    0    1    3
  8      1     7       0    9    6   10
  9      1     7       0    7    6    4
 10      1     8       0    9    4    5
 11      1     6       0    6    5    2
 12      1     4       0    8    2    6
 13      1     7       0    2    6    5
 14      1     5       9    0    3    5
 15      1     1       0    8    8    1
 16      1     4       0    8    5    6
 17      1     4       8    0    7   10
 18      1     8       6    0    5    6
 19      1     3       4    0    4    2
 20      1     0       0    0    0    0
************************************************************************
RESOURCEAVAILABILITIES:
  R 1  R 2  N 1  N 2
    9   13   87   85
************************************************************************
