************************************************************************
file with basedata            : EXPL5.BAS
initial value random generator: 22302051
************************************************************************
projects                      :  1
jobs (incl. supersource/sink ):  20
horizon                       :  91
RESOURCES
  - renewable                 :  2   R
  - nonrenewable              :  2   N
  - doubly constrained        :  0   D
************************************************************************
PROJECT INFORMATION:
pronr.  #jobs rel.date duedate tardcost  MPM-Time
    1     18      0       61        7       61
************************************************************************
PRECEDENCE RELATIONS:
jobnr.    #modes  #successors   successors
   1        1          1           2
   2        1          1           3
   3        1          3           4   7   9
   4        1          3           5   6  15
   5        1          2           8  11
   6        1          1          12
   7        1          3          11  14  16
   8        1          2          13  16
   9        1          3          10  12  16
  10        1          1          11
  11        1          2          17  18
  12        1          1          19
  13        1          1          14
  14        1          1          18
  15        1          1          18
  16        1          1          17
  17        1          1          19
  18        1          1          19
  19        1          1          20
  20        1          0        
************************************************************************
REQUESTS/DURATIONS:
jobnr. mode duration  R 1  R 2  N 1  N 2
------------------------------------------------------------------------
  1      1     0       0    0    0    0
  2      1     6       0    6    7    4
  3      1     7       0    6    6    2
  4      1     5       0    7    2    3
  5      1    10       0    8    2    2
  6      1     8       0   10    7    7
  7      1     4       8    0    4    8
  8      1    10       0    6    7    5
  9      1     1       0    2    9    3
 10      1     2       0    6   10    9
 11      1     5       0    7    8    7
 12      1     1       0    5    6    6
 13      1     4       8    0    4    2
 14      1     6       0   10    8    9
 15      1     1       7    0    5    5
 16      1     5       0    5    5    2
 17      1     3       0   10    5    5
 18      1     7       0    9    4    1
 19      1     6       0    8    3    2
 20      1     0       0    0    0    0
************************************************************************
RESOURCEAVAILABILITIES:
  R 1  R 2  N 1  N 2
    8   12  102   82
************************************************************************
