************************************************************************
file with basedata            : EXPL5.BAS
initial value random generator: 519363164
************************************************************************
projects                      :  1
jobs (incl. supersource/sink ):  20
horizon                       :  100
RESOURCES
  - renewable                 :  2   R
  - nonrenewable              :  2   N
  - doubly constrained        :  0   D
************************************************************************
PROJECT INFORMATION:
pronr.  #jobs rel.date duedate tardcost  MPM-Time
    1     18      0       52       15       52
************************************************************************
PRECEDENCE RELATIONS:
jobnr.    #modes  #successors   successors
   1        1          1           2
   2        1          3           3   4   5
   3        1          2           6   9
   4        1          2          12  16
   5        1          2           8  14
   6        1          2           7   8
   7        1          2          14  18
   8        1          3          10  13  15
   9        1          2          12  15
  10        1          2          11  12
  11        1          1          18
  12        1          1          17
  13        1          1          17
  14        1          1          17
  15        1          1          16
  16        1          1          18
  17        1          1          19
  18        1          1          19
  19        1          1          20
  20        1          0        
************************************************************************
REQUESTS/DURATIONS:
jobnr. mode duration  R 1  R 2  N 1  N 2
------------------------------------------------------------------------
  1      1     0       0    0    0    0
  2      1     3       7    0    8    8
  3      1     9       0    2    8    4
  4      1     5       8    0    4    2
  5      1     8       6    0    4    4
  6      1     4       2    0    7    4
  7      1     4       0    7    1    9
  8      1    10       0    3    3    3
  9      1     9       0    9    8    6
 10      1     9       0    6    6    5
 11      1     2       3    0    5    7
 12      1     3       0    7    8    5
 13      1     7       7    0    3    6
 14      1     5      10    0    4    6
 15      1     1       4    0    8    6
 16      1     3       0    2   10    3
 17      1     3       0    1    7    9
 18      1    10       4    0    8    7
 19      1     5       1    0    8    4
 20      1     0       0    0    0    0
************************************************************************
RESOURCEAVAILABILITIES:
  R 1  R 2  N 1  N 2
   11   11  110   98
************************************************************************
