************************************************************************
file with basedata            : EXPL5.BAS
initial value random generator: 611566298
************************************************************************
projects                      :  1
jobs (incl. supersource/sink ):  20
horizon                       :  103
RESOURCES
  - renewable                 :  2   R
  - nonrenewable              :  2   N
  - doubly constrained        :  0   D
************************************************************************
PROJECT INFORMATION:
pronr.  #jobs rel.date duedate tardcost  MPM-Time
    1     18      0       44       11       44
************************************************************************
PRECEDENCE RELATIONS:
jobnr.    #modes  #successors   successors
   1        1          1           2
   2        1          3           3   4   5
   3        1          1           9
   4        1          2           6  12
   5        1          3           7  12  15
   6        1          1          10
   7        1          3           8  11  13
   8        1          1           9
   9        1          2          14  16
  10        1          1          16
  11        1          1          14
  12        1          1          17
  13        1          2          14  18
  14        1          1          19
  15        1          2          17  18
  16        1          2          17  18
  17        1          1          19
  18        1          1          19
  19        1          1          20
  20        1          0        
************************************************************************
REQUESTS/DURATIONS:
jobnr. mode duration  R 1  R 2  N 1  N 2
------------------------------------------------------------------------
  1      1     0       0    0    0    0
  2      1     8       6    0    6    3
  3      1     2       9    0   10    6
  4      1     8       2    0    7    7
  5      1     7       8    0    6    7
  6      1     3       4    0    8    7
  7      1     3       0    6    2    7
  8      1     8       0    5    1    7
  9      1     3       1    0    3    4
 10      1     7       8    0    7    4
 11      1     9       0    6    3    8
 12      1    10       0    4    4    5
 13      1     1       0    7    8    7
 14      1     5       0    4    2    7
 15      1    10       0    5    6    1
 16      1     6       0    5    5    4
 17      1     7       0    2    6    5
 18      1     4       0    5    5    4
 19      1     2       0    6    6    8
 20      1     0       0    0    0    0
************************************************************************
RESOURCEAVAILABILITIES:
  R 1  R 2  N 1  N 2
   11   11   95  101
************************************************************************
