************************************************************************
file with basedata            : EXPL5.BAS
initial value random generator: 1735470078
************************************************************************
projects                      :  1
jobs (incl. supersource/sink ):  20
horizon                       :  87
RESOURCES
  - renewable                 :  2   R
  - nonrenewable              :  2   N
  - doubly constrained        :  0   D
************************************************************************
PROJECT INFORMATION:
pronr.  #jobs rel.date duedate tardcost  MPM-Time
    1     18      0       41        8       41
************************************************************************
PRECEDENCE RELATIONS:
jobnr.    #modes  #successors   successors
   1        1          1           2
   2        1          1           3
   3        1          3           4   5   6
   4        1          3           7   8  14
   5        1          1          17
   6        1          2           9  10
   7        1          1          18
   8        1          2           9  12
   9        1          1          13
  10        1          2          11  12
  11        1          3          14  15  16
  12        1          2          15  16
  13        1          2          16  17
  14        1          1          19
  15        1          1          17
  16        1          1          18
  17        1          1          18
  18        1          1          19
  19        1          1          20
  20        1          0        
************************************************************************
REQUESTS/DURATIONS:
jobnr. mode duration  R 1  R 2  N 1  N 2
------------------------------------------------------------------------
  1      1     0       0    0    0    0
  2      1     2       2    0    2    6
  3      1     1       0    4    5    5
  4      1     8       4    0    2    9
  5      1     4       3    0    6    2
  6      1     9       5    0    1    6
  7      1     9       7    0    6    8
  8      1     2       6    0    5    3
  9      1     7       7    0    3    7
 10      1     1       0    9    6    4
 11      1     8       6    0    6    8
 12      1     6       7    0    5    3
 13      1     7       0    7    4    7
 14      1     4      10    0    2    5
 15      1     4       0   10    9    1
 16      1     1       7    0   10    9
 17      1     1       0    2    4    7
 18      1     4       0    2    3    4
 19      1     9       5    0    4    1
 20      1     0       0    0    0    0
************************************************************************
RESOURCEAVAILABILITIES:
  R 1  R 2  N 1  N 2
   13   11   83   95
************************************************************************
