************************************************************************
file with basedata            : EXPL6.BAS
initial value random generator: 1549909839
************************************************************************
projects                      :  1
jobs (incl. supersource/sink ):  24
horizon                       :  127
RESOURCES
  - renewable                 :  2   R
  - nonrenewable              :  2   N
  - doubly constrained        :  0   D
************************************************************************
PROJECT INFORMATION:
pronr.  #jobs rel.date duedate tardcost  MPM-Time
    1     22      0       40        5       40
************************************************************************
PRECEDENCE RELATIONS:
jobnr.    #modes  #successors   successors
   1        1          1           2
   2        1          3           3   5   6
   3        1          2           4  19
   4        1          2          10  11
   5        1          3           8   9  13
   6        1          3           7  13  14
   7        1          1          16
   8        1          3          11  12  14
   9        1          2          17  20
  10        1          1          15
  11        1          2          17  18
  12        1          1          21
  13        1          1          23
  14        1          2          15  18
  15        1          1          21
  16        1          1          22
  17        1          1          22
  18        1          1          22
  19        1          1          20
  20        1          1          21
  21        1          1          23
  22        1          1          23
  23        1          1          24
  24        1          0        
************************************************************************
REQUESTS/DURATIONS:
jobnr. mode duration  R 1  R 2  N 1  N 2
------------------------------------------------------------------------
  1      1     0       0    0    0    0
  2      1     1       0    1    7    1
  3      1     9       7    0    3    4
  4      1     7       0   10    5    4
  5      1     3       5    0    1    5
  6      1     4       5    0    6    5
  7      1     6       4    0    4    6
  8      1     6       0    8    8    3
  9      1     1       0    8    3    1
 10      1     8       0    2    6    7
 11      1     9       9    0    5    5
 12      1     6       7    0    7    5
 13      1     4       7    0   10    3
 14      1    10       7    0    5    3
 15      1     8       0    3    8    2
 16      1     6       7    0    7    8
 17      1     5       0    7    4    8
 18      1     4       2    0    4    8
 19      1    10       0    5    5    9
 20      1    10       5    0   10    6
 21      1     2       1    0    8    6
 22      1     3       6    0    7    8
 23      1     5       0    5    8    7
 24      1     0       0    0    0    0
************************************************************************
RESOURCEAVAILABILITIES:
  R 1  R 2  N 1  N 2
   11   11  131  114
************************************************************************
