************************************************************************
file with basedata            : EXPL6.BAS
initial value random generator: 716680183
************************************************************************
projects                      :  1
jobs (incl. supersource/sink ):  24
horizon                       :  121
RESOURCES
  - renewable                 :  2   R
  - nonrenewable              :  2   N
  - doubly constrained        :  0   D
************************************************************************
PROJECT INFORMATION:
pronr.  #jobs rel.date duedate tardcost  MPM-Time
    1     22      0       49       12       49
************************************************************************
PRECEDENCE RELATIONS:
jobnr.    #modes  #successors   successors
   1        1          1           2
   2        1          2           3   5
   3        1          3           4   8   9
   4        1          1          10
   5        1          3           6  11  20
   6        1          3           7  12  18
   7        1          2           9  15
   8        1          3          13  14  16
   9        1          1          17
  10        1          1          21
  11        1          2          15  22
  12        1          1          23
  13        1          3          17  18  20
  14        1          1          17
  15        1          1          21
  16        1          1          18
  17        1          1          19
  18        1          1          19
  19        1          1          22
  20        1          1          21
  21        1          1          23
  22        1          1          23
  23        1          1          24
  24        1          0        
************************************************************************
REQUESTS/DURATIONS:
jobnr. mode duration  R 1  R 2  N 1  N 2
------------------------------------------------------------------------
  1      1     0       0    0    0    0
  2      1     6       4    0   10    7
  3      1     8       0    7    1    8
  4      1     6       0    8    7    4
  5      1     5       0    1    8    9
  6      1     5       9    0    1    9
  7      1     6       0    1    2    4
  8      1     1       5    0    2    6
  9      1     2       0    7    4    2
 10      1     4       0    3    3    9
 11      1     8       7    0    4    4
 12      1     6       8    0    1    7
 13      1     6       8    0    1    8
 14      1     6       9    0    8    7
 15      1     4       0    5    4    1
 16      1     3       0    9    7    7
 17      1     5      10    0    6    7
 18      1     4       3    0    6    2
 19      1    10       0    6    1    3
 20      1     7       8    0    3    8
 21      1     9       7    0    1    6
 22      1     9       0    8    1    6
 23      1     1       0    4    7    5
 24      1     0       0    0    0    0
************************************************************************
RESOURCEAVAILABILITIES:
  R 1  R 2  N 1  N 2
   15   11   88  129
************************************************************************
