************************************************************************
file with basedata            : EXPL6.BAS
initial value random generator: 1142130591
************************************************************************
projects                      :  1
jobs (incl. supersource/sink ):  24
horizon                       :  111
RESOURCES
  - renewable                 :  2   R
  - nonrenewable              :  2   N
  - doubly constrained        :  0   D
************************************************************************
PROJECT INFORMATION:
pronr.  #jobs rel.date duedate tardcost  MPM-Time
    1     22      0       44        4       44
************************************************************************
PRECEDENCE RELATIONS:
jobnr.    #modes  #successors   successors
   1        1          1           2
   2        1          3           3   6  10
   3        1          1           4
   4        1          3           5   8   9
   5        1          3           7  14  16
   6        1          3           9  16  20
   7        1          1          21
   8        1          1          11
   9        1          1          22
  10        1          1          21
  11        1          3          12  18  22
  12        1          2          13  16
  13        1          2          15  17
  14        1          2          15  18
  15        1          1          20
  16        1          1          21
  17        1          1          19
  18        1          1          19
  19        1          1          20
  20        1          1          23
  21        1          1          23
  22        1          1          23
  23        1          1          24
  24        1          0        
************************************************************************
REQUESTS/DURATIONS:
jobnr. mode duration  R 1  R 2  N 1  N 2
------------------------------------------------------------------------
  1      1     0       0    0    0    0
  2      1     3       4    0    6    6
  3      1     7       0    6    7    4
  4      1     1       0    8    6    1
  5      1     1       2    0    6    7
  6      1     9       0    6    6    4
  7      1    10       2    0    8    6
  8      1     3       8    0    7    2
  9      1     9       2    0   10    5
 10      1     7       3    0    8    1
 11      1     2       0    6    4    7
 12      1     9       0    6    4    7
 13      1     1       7    0    8    6
 14      1     6       0    4    7    9
 15      1     1       1    0    5    6
 16      1     7       0    7    4    8
 17      1     4       5    0    7    6
 18      1    10       5    0    4    4
 19      1     1       0    5    4    7
 20      1     1       8    0    1    5
 21      1     5       8    0    5    6
 22      1     7       8    0    7    7
 23      1     7       0    2    6    2
 24      1     0       0    0    0    0
************************************************************************
RESOURCEAVAILABILITIES:
  R 1  R 2  N 1  N 2
   10    9  130  116
************************************************************************
