************************************************************************
file with basedata            : ..\EXAMPLE\EXPL3.BAS
initial value random generator: 177912520
************************************************************************
projects                      :  1
jobs (incl. supersource/sink ):  20
horizon                       :  114
RESOURCES
  - renewable                 :  2   R
  - nonrenewable              :  2   N
  - doubly constrained        :  0   D
************************************************************************
PROJECT INFORMATION:
pronr.  #jobs rel.date duedate tardcost  MPM-Time
    1     18      0       48       17       48
************************************************************************
PRECEDENCE RELATIONS:
jobnr.    #modes  #successors   successors
   1        1          1           2
   2        1          3           3   4   7
   3        1          1          11
   4        1          2           5   9
   5        1          1           6
   6        1          3           8  10  13
   7        1          2           9  17
   8        1          2          15  18
   9        1          2          14  16
  10        1          3          11  12  18
  11        1          2          15  16
  12        1          1          15
  13        1          1          14
  14        1          1          18
  15        1          1          17
  16        1          1          19
  17        1          1          19
  18        1          1          19
  19        1          1          20
  20        1          0        
************************************************************************
REQUESTS/DURATIONS:
jobnr. mode duration  R 1  R 2  N 1  N 2
------------------------------------------------------------------------
  1      1     0       0    0    0    0
  2      1     6       0    9    4    7
  3      1     6       9    0    3    9
  4      1     7       0    2    1    6
  5      1     4       7    0    7    9
  6      1     3       0    7    3    4
  7      1     8       0    3    3   10
  8      1    10       1    0    9    4
  9      1    10       0    2    7   10
 10      1     5       0    8    8    6
 11      1     7       0    6    4    6
 12      1     5       0    8    7    5
 13      1     7       5    0    6    4
 14      1    10       0   10    6    8
 15      1     3       0    1    5    7
 16      1     4       4    0   10    3
 17      1     8       7    0    2   10
 18      1     6       4    0    5    7
 19      1     5       4    0    5    3
 20      1     0       0    0    0    0
************************************************************************
RESOURCEAVAILABILITIES:
  R 1  R 2  N 1  N 2
    9   13   95  118
************************************************************************
OVERCAPACITY COSTS:
1->0.5
2->0.5
MAX OVERCAPACITY:
1->4
2->6
