************************************************************************
file with basedata            : ..\EXAMPLE\EXPL3.BAS
initial value random generator: 761930902
************************************************************************
projects                      :  1
jobs (incl. supersource/sink ):  20
horizon                       :  113
RESOURCES
  - renewable                 :  2   R
  - nonrenewable              :  2   N
  - doubly constrained        :  0   D
************************************************************************
PROJECT INFORMATION:
pronr.  #jobs rel.date duedate tardcost  MPM-Time
    1     18      0       55       12       55
************************************************************************
PRECEDENCE RELATIONS:
jobnr.    #modes  #successors   successors
   1        1          1           2
   2        1          2           3   4
   3        1          3           5   6  16
   4        1          1           9
   5        1          1           9
   6        1          3           7  10  14
   7        1          3           8   9  13
   8        1          3          11  12  15
   9        1          2          12  15
  10        1          2          12  13
  11        1          1          17
  12        1          1          17
  13        1          1          19
  14        1          1          18
  15        1          1          18
  16        1          1          17
  17        1          1          18
  18        1          1          19
  19        1          1          20
  20        1          0        
************************************************************************
REQUESTS/DURATIONS:
jobnr. mode duration  R 1  R 2  N 1  N 2
------------------------------------------------------------------------
  1      1     0       0    0    0    0
  2      1     1       7    0   10    6
  3      1     3       0    6   10    5
  4      1     9       0    6    1    2
  5      1     4       5    0    2    6
  6      1     1       5    0    3    1
  7      1    10       7    0    6    7
  8      1     4       0    4    8    9
  9      1     2       6    0    6    4
 10      1     7       3    0    4    8
 11      1     8       0    5   10    9
 12      1     8       0    5    3    9
 13      1     1       5    0    5    4
 14      1     9       2    0    8    3
 15      1     8       0    4    7    3
 16      1    10       0    9    2    3
 17      1     9       6    0    9    4
 18      1    10       0    4    8    5
 19      1     9       0    5    8    7
 20      1     0       0    0    0    0
************************************************************************
RESOURCEAVAILABILITIES:
  R 1  R 2  N 1  N 2
    9   10  110   95
************************************************************************
OVERCAPACITY COSTS:
1->0.5
2->0.5
MAX OVERCAPACITY:
1->4
2->5
