************************************************************************
file with basedata            : ..\EXAMPLE\EXPL3.BAS
initial value random generator: 525415254
************************************************************************
projects                      :  1
jobs (incl. supersource/sink ):  20
horizon                       :  81
RESOURCES
  - renewable                 :  2   R
  - nonrenewable              :  2   N
  - doubly constrained        :  0   D
************************************************************************
PROJECT INFORMATION:
pronr.  #jobs rel.date duedate tardcost  MPM-Time
    1     18      0       39        5       39
************************************************************************
PRECEDENCE RELATIONS:
jobnr.    #modes  #successors   successors
   1        1          1           2
   2        1          3           3   7   9
   3        1          3           4   6   8
   4        1          2           5  15
   5        1          2          10  16
   6        1          2          14  16
   7        1          2          10  12
   8        1          2          10  15
   9        1          1          11
  10        1          1          17
  11        1          1          13
  12        1          1          19
  13        1          3          14  15  16
  14        1          1          17
  15        1          1          17
  16        1          1          19
  17        1          1          18
  18        1          1          19
  19        1          1          20
  20        1          0        
************************************************************************
REQUESTS/DURATIONS:
jobnr. mode duration  R 1  R 2  N 1  N 2
------------------------------------------------------------------------
  1      1     0       0    0    0    0
  2      1     7       7    0    3    2
  3      1     4       4    0    7    1
  4      1     1       0    4    5    5
  5      1     3       0    9    2    6
  6      1     7       6    0    3    9
  7      1     5       0    9    8    4
  8      1     3       0    7    8    6
  9      1     2       0    6    5    6
 10      1     3       4    0   10    8
 11      1     6       2    0    8    4
 12      1     7       9    0    7   10
 13      1     3       0    6    7    3
 14      1     7       0    9    4    4
 15      1     6       7    0    7    8
 16      1     3       8    0    5    8
 17      1     7       9    0    7    4
 18      1     5       6    0    3    6
 19      1     2       6    0   10    6
 20      1     0       0    0    0    0
************************************************************************
RESOURCEAVAILABILITIES:
  R 1  R 2  N 1  N 2
   12   11  109  100
************************************************************************
OVERCAPACITY COSTS:
1->0.5
2->0.5
MAX OVERCAPACITY:
1->6
2->5
