************************************************************************
file with basedata            : ..\EXAMPLE\EXPL3.BAS
initial value random generator: 833727405
************************************************************************
projects                      :  1
jobs (incl. supersource/sink ):  20
horizon                       :  122
RESOURCES
  - renewable                 :  2   R
  - nonrenewable              :  2   N
  - doubly constrained        :  0   D
************************************************************************
PROJECT INFORMATION:
pronr.  #jobs rel.date duedate tardcost  MPM-Time
    1     18      0       57        8       57
************************************************************************
PRECEDENCE RELATIONS:
jobnr.    #modes  #successors   successors
   1        1          1           2
   2        1          3           3   5   8
   3        1          3           4   6   9
   4        1          3           7  11  16
   5        1          1           7
   6        1          2           7  14
   7        1          2          15  18
   8        1          1          10
   9        1          1          17
  10        1          1          12
  11        1          2          13  15
  12        1          2          14  15
  13        1          1          17
  14        1          2          16  17
  15        1          1          19
  16        1          1          19
  17        1          1          18
  18        1          1          19
  19        1          1          20
  20        1          0        
************************************************************************
REQUESTS/DURATIONS:
jobnr. mode duration  R 1  R 2  N 1  N 2
------------------------------------------------------------------------
  1      1     0       0    0    0    0
  2      1     8       6    0    4    4
  3      1     7       2    0    4    3
  4      1    10       0    8    4    3
  5      1    10       5    0    6    3
  6      1     7       0    5    9    4
  7      1     9       0    8    7    1
  8      1     3       3    0    9    8
  9      1     4       0    5    4    9
 10      1     3       0    5    3    9
 11      1     4       1    0    3    3
 12      1     6       3    0    4   10
 13      1     8       5    0    4    6
 14      1     8       0    5    8    6
 15      1     9       0    3    7    7
 16      1     6       0    5    4    5
 17      1     6       0    6    4    1
 18      1     9       7    0    2    5
 19      1     5       5    0    9    6
 20      1     0       0    0    0    0
************************************************************************
RESOURCEAVAILABILITIES:
  R 1  R 2  N 1  N 2
    8   10   95   93
************************************************************************
OVERCAPACITY COSTS:
1->0.5
2->0.5
MAX OVERCAPACITY:
1->4
2->5
