************************************************************************
file with basedata            : ..\EXAMPLE\EXPL3.BAS
initial value random generator: 686352589
************************************************************************
projects                      :  1
jobs (incl. supersource/sink ):  20
horizon                       :  100
RESOURCES
  - renewable                 :  2   R
  - nonrenewable              :  2   N
  - doubly constrained        :  0   D
************************************************************************
PROJECT INFORMATION:
pronr.  #jobs rel.date duedate tardcost  MPM-Time
    1     18      0       51        2       51
************************************************************************
PRECEDENCE RELATIONS:
jobnr.    #modes  #successors   successors
   1        1          1           2
   2        1          3           3   6  14
   3        1          3           4   5  16
   4        1          3           8  11  17
   5        1          2           9  12
   6        1          3           7   8   9
   7        1          1          11
   8        1          1          10
   9        1          2          17  18
  10        1          1          13
  11        1          1          15
  12        1          1          15
  13        1          1          15
  14        1          1          19
  15        1          1          18
  16        1          2          17  18
  17        1          1          19
  18        1          1          19
  19        1          1          20
  20        1          0        
************************************************************************
REQUESTS/DURATIONS:
jobnr. mode duration  R 1  R 2  N 1  N 2
------------------------------------------------------------------------
  1      1     0       0    0    0    0
  2      1     1       0    2    2    9
  3      1     1       0    9    3    6
  4      1     8       2    0    5    2
  5      1     6       0    5   10    6
  6      1     1       0    4    9    8
  7      1     1       4    0    7    4
  8      1     8       5    0    3    7
  9      1     2       8    0    3    7
 10      1     1       6    0    7   10
 11      1     8       2    0    6    1
 12      1     8       0    3    8    6
 13      1     9       0    8    6    3
 14      1     9       0    5    8    5
 15      1     9      10    0    6    8
 16      1    10       0    3    5    7
 17      1     4       9    0    7    1
 18      1     6       5    0    2    5
 19      1     8       1    0    9    2
 20      1     0       0    0    0    0
************************************************************************
RESOURCEAVAILABILITIES:
  R 1  R 2  N 1  N 2
   11   11  106   97
************************************************************************
OVERCAPACITY COSTS:
1->0.5
2->0.5
MAX OVERCAPACITY:
1->5
2->5
