************************************************************************
file with basedata            : ..\EXAMPLE\EXPL3.BAS
initial value random generator: 1478
************************************************************************
projects                      :  1
jobs (incl. supersource/sink ):  20
horizon                       :  92
RESOURCES
  - renewable                 :  2   R
  - nonrenewable              :  2   N
  - doubly constrained        :  0   D
************************************************************************
PROJECT INFORMATION:
pronr.  #jobs rel.date duedate tardcost  MPM-Time
    1     18      0       47       14       47
************************************************************************
PRECEDENCE RELATIONS:
jobnr.    #modes  #successors   successors
   1        1          1           2
   2        1          3           3   6   8
   3        1          3           4   5   7
   4        1          1          16
   5        1          3          10  12  15
   6        1          3           9  10  15
   7        1          2          13  17
   8        1          1          19
   9        1          1          14
  10        1          3          11  14  16
  11        1          1          17
  12        1          1          17
  13        1          1          14
  14        1          1          18
  15        1          1          19
  16        1          1          18
  17        1          1          18
  18        1          1          19
  19        1          1          20
  20        1          0        
************************************************************************
REQUESTS/DURATIONS:
jobnr. mode duration  R 1  R 2  N 1  N 2
------------------------------------------------------------------------
  1      1     0       0    0    0    0
  2      1     4       0    9    2    9
  3      1     5       6    0    1    7
  4      1     7       0    6    3    2
  5      1     1       0    9   10    5
  6      1     9       1    0    4    2
  7      1     4       2    0    9    6
  8      1     8       4    0    9    9
  9      1     1       9    0    6    8
 10      1     2       0    3    3   10
 11      1     9       7    0    7    2
 12      1     5       1    0    6    3
 13      1     4       7    0   10    2
 14      1     6       0    2    7    6
 15      1     2       6    0    6    5
 16      1     2       0    8    9    7
 17      1    10       4    0    2    2
 18      1    10      10    0    6    6
 19      1     3       5    0    6    8
 20      1     0       0    0    0    0
************************************************************************
RESOURCEAVAILABILITIES:
  R 1  R 2  N 1  N 2
   13   10  106   99
************************************************************************
OVERCAPACITY COSTS:
1->0.5
2->0.5
MAX OVERCAPACITY:
1->6
2->5
