************************************************************************
file with basedata            : ..\EXAMPLE\EXPL3.BAS
initial value random generator: 550823088
************************************************************************
projects                      :  1
jobs (incl. supersource/sink ):  20
horizon                       :  88
RESOURCES
  - renewable                 :  2   R
  - nonrenewable              :  2   N
  - doubly constrained        :  0   D
************************************************************************
PROJECT INFORMATION:
pronr.  #jobs rel.date duedate tardcost  MPM-Time
    1     18      0       41       15       41
************************************************************************
PRECEDENCE RELATIONS:
jobnr.    #modes  #successors   successors
   1        1          1           2
   2        1          3           3   4   7
   3        1          2           8  10
   4        1          2           5   6
   5        1          3           9  14  17
   6        1          3          13  14  15
   7        1          2           8  18
   8        1          1          17
   9        1          2          11  12
  10        1          2          15  18
  11        1          1          19
  12        1          1          16
  13        1          1          16
  14        1          1          16
  15        1          1          17
  16        1          1          18
  17        1          1          19
  18        1          1          19
  19        1          1          20
  20        1          0        
************************************************************************
REQUESTS/DURATIONS:
jobnr. mode duration  R 1  R 2  N 1  N 2
------------------------------------------------------------------------
  1      1     0       0    0    0    0
  2      1     7       0    8    6    7
  3      1     3       0    3    2    6
  4      1     1       5    0    5    7
  5      1     7       2    0    4    8
  6      1     3       0    2    4    6
  7      1     8       6    0    4    1
  8      1     7       2    0    6   10
  9      1     2       6    0    7   10
 10      1     3       5    0    6    6
 11      1     5       5    0    4    5
 12      1     2       0    6    2    6
 13      1     6       5    0    5    5
 14      1     9       0    7    5    6
 15      1     1       0    1    2    4
 16      1     1       0    3    9   10
 17      1     7       0    2    7    3
 18      1     8       5    0    3    7
 19      1     8       0    5    5    1
 20      1     0       0    0    0    0
************************************************************************
RESOURCEAVAILABILITIES:
  R 1  R 2  N 1  N 2
    8    9   86  108
************************************************************************
OVERCAPACITY COSTS:
1->0.5
2->0.5
MAX OVERCAPACITY:
1->4
2->4
