************************************************************************
file with basedata            : Modellendogen.txt
initial value random generator: 276431532
************************************************************************
projects                      :  1
jobs (incl. supersource/sink ):  32
horizon                       :  181
RESOURCES
  - renewable                 :  2   R
  - nonrenewable              :  2   N
  - doubly constrained        :  0   D
************************************************************************
PROJECT INFORMATION:
pronr.  #jobs rel.date duedate tardcost  MPM-Time
    1     30      0       73       24       73
************************************************************************
PRECEDENCE RELATIONS:
jobnr.   #modes    #successors   successors
   1       1            5           2  11  15  20  31
   2       1            3           3   4   8
   3       1            3           7  30  32
   4       1            3           5   6  13
   5       1            3           9  10  12
   6       1            2          22  28
   7       1            3          11  15  20
   8       1            3          17  18  19
   9       1            3          14  29  30
  10       1            2          14  18
  11       1            3          13  16  17
  12       1            2          28  32
  13       1            2          18  24
  14       1            2          16  17
  15       1            2          19  24
  16       1            2          31  32
  17       1            2          26  32
  18       1            2          21  23
  19       1            2          23  27
  20       1            3          22  23  25
  21       1            2          22  25
  22       1            1          27
  23       1            2          26  32
  24       1            2          25  27
  25       1            3          26  29  32
  26       1            2          31  32
  27       1            2          29  32
  28       1            2          30  32
  29       1            2          31  32
  30       1            1          32
  31       1            1          32
  32       1            0        
************************************************************************
REQUESTS/DURATIONS:
jobnr. mode duration  R 1  R 2  N 1  N 2
------------------------------------------------------------------------
  1      1     0       0    0    0    0
  2      1     8       9    7    5    0
  3      1     2       6    8   10    0
  4      1     5      10    6    4    0
  5      1     5      10    5    7    0
  6      1    10       7    6    0    6
  7      1     5       4    2    0    2
  8      1     2       5    4    7    0
  9      1     1       6    4    5    0
 10      1     7       6    5    3    0
 11      1     3       5   10    9    0
 12      1     6       3    8    7    0
 13      1     3       9    3    0   10
 14      1     8       7    2    0    2
 15      1     3       4    1    0    7
 16      1    10       4    1    3    0
 17      1     5       4    8    9    0
 18      1     5       2    2    2    0
 19      1     9       9    3    0    9
 20      1     7       9    5    0    5
 21      1    10       3    4    4    0
 22      1    10       2    8    0    7
 23      1     5       3    8    0    5
 24      1     7       9    3    0    5
 25      1     1       8   10    0    2
 26      1     5       8    7    0    8
 27      1     6       8    5    0    7
 28      1     9       6    4    3    0
 29      1     8       4    9    7    0
 30      1     7       4    8    4    0
 31      1     9       8   10    9    0
 32      1     0       0    0    0    0
************************************************************************
RESOURCEAVAILABILITIES:
  R 1  R 2  N 1  N 2
   39   28   74   56
************************************************************************
Entscheidungen                :  2
Nr.  Aktivierer  #Auswahl  Auszuw�hlende
 1       22         4      23  25  26  30
 2        2         4       7  11  16  31
************************************************************************
Bedingungen                   :  2
Nr.  Aktivierer  #Auswahl  Bedingte
 1       26         1      28
 2       23         1      29
************************************************************************
OVERCAPACITY COSTS:
1->0.5
2->0.5
MAX OVERCAPACITY:
1->9
2->7
