************************************************************************
file with basedata            : Modellendogen.txt
initial value random generator: 319091792
************************************************************************
projects                      :  1
jobs (incl. supersource/sink ):  32
horizon                       :  169
RESOURCES
  - renewable                 :  2   R
  - nonrenewable              :  2   N
  - doubly constrained        :  0   D
************************************************************************
PROJECT INFORMATION:
pronr.  #jobs rel.date duedate tardcost  MPM-Time
    1     30      0       66        9       66
************************************************************************
PRECEDENCE RELATIONS:
jobnr.   #modes    #successors   successors
   1       1            2           2  31
   2       1            1           3
   3       1            3           4   5   6
   4       1            3           7   8  11
   5       1            3          13  15  25
   6       1            2           9  26
   7       1            2          16  21
   8       1            3          10  14  18
   9       1            2          12  15
  10       1            2          20  22
  11       1            3          12  13  20
  12       1            3          16  24  29
  13       1            2          17  22
  14       1            1          20
  15       1            2          18  30
  16       1            3          18  25  28
  17       1            3          19  21  24
  18       1            1          22
  19       1            3          26  29  32
  20       1            2          21  26
  21       1            2          23  32
  22       1            2          27  32
  23       1            3          29  30  32
  24       1            3          27  28  32
  25       1            2          27  32
  26       1            2          28  32
  27       1            1          31
  28       1            2          30  31
  29       1            1          31
  30       1            1          32
  31       1            1          32
  32       1            0        
************************************************************************
REQUESTS/DURATIONS:
jobnr. mode duration  R 1  R 2  N 1  N 2
------------------------------------------------------------------------
  1      1     0       0    0    0    0
  2      1     1       3    8    8    0
  3      1     2       5    7    5    0
  4      1    10       4    5    0   10
  5      1     8       8    6    2    0
  6      1    10       2    6    1    0
  7      1     1       7    7    0    3
  8      1     4      10    4    0    7
  9      1     5       2    1    0    8
 10      1     5       4    3    0    5
 11      1     9       3    2    4    0
 12      1     6       4    3    0    7
 13      1     4       2    4    6    0
 14      1     4       5    4    8    0
 15      1     8       4    2    0    5
 16      1     5       4    3    0    4
 17      1     5       7    6    0    8
 18      1     2       7    8    5    0
 19      1     6       3    6    0    4
 20      1     4       2    6    8    0
 21      1     7       1    9    1    0
 22      1     1       6    8    0    4
 23      1     5       3    4    0    3
 24      1    10       8    6    0    4
 25      1     4       1    8    5    0
 26      1    10      10    6    3    0
 27      1     1       9    5    2    0
 28      1     9       8    4    0    7
 29      1     6       4    2    1    0
 30      1    10       8    9    4    0
 31      1     7       2   10    0    7
 32      1     0       0    0    0    0
************************************************************************
RESOURCEAVAILABILITIES:
  R 1  R 2  N 1  N 2
   13   17   47   65
************************************************************************
Entscheidungen                :  4
Nr.  Aktivierer  #Auswahl  Auszuw�hlende
 1       22         2      23  30
 2       21         2      25  29
 3       10         2      19  26
 4       19         2      24  28
************************************************************************
Bedingungen                   :  1
Nr.  Aktivierer  #Auswahl  Bedingte
 1       26         1      27
************************************************************************
OVERCAPACITY COSTS:
1->0.5
2->0.5
MAX OVERCAPACITY:
1->3
2->4
