************************************************************************
file with basedata            : Modellendogen.txt
initial value random generator: 876863587
************************************************************************
projects                      :  1
jobs (incl. supersource/sink ):  32
horizon                       :  137
RESOURCES
  - renewable                 :  2   R
  - nonrenewable              :  2   N
  - doubly constrained        :  0   D
************************************************************************
PROJECT INFORMATION:
pronr.  #jobs rel.date duedate tardcost  MPM-Time
    1     30      0       46        5       46
************************************************************************
PRECEDENCE RELATIONS:
jobnr.   #modes    #successors   successors
   1       1            3           2   3   4
   2       1            3           8  11  23
   3       1            3           5   7   8
   4       1            3           6   7  10
   5       1            3           6   9  17
   6       1            3          18  20  21
   7       1            3          14  15  21
   8       1            3          13  24  25
   9       1            3          11  12  16
  10       1            3          15  17  18
  11       1            3          13  22  25
  12       1            3          13  14  26
  13       1            3          18  20  31
  14       1            2          19  30
  15       1            3          16  20  25
  16       1            3          19  23  26
  17       1            2          28  32
  18       1            2          29  32
  19       1            2          22  32
  20       1            2          29  32
  21       1            3          22  23  26
  22       1            3          24  28  32
  23       1            3          24  28  30
  24       1            1          27
  25       1            1          27
  26       1            2          27  29
  27       1            1          31
  28       1            1          31
  29       1            1          30
  30       1            1          32
  31       1            1          32
  32       1            0        
************************************************************************
REQUESTS/DURATIONS:
jobnr. mode duration  R 1  R 2  N 1  N 2
------------------------------------------------------------------------
  1      1     0       0    0    0    0
  2      1     8       8    8    5    5
  3      1     5       3    9    2    5
  4      1     2       3    8    8    9
  5      1     9       4    4    5    6
  6      1     6       2    6    6    4
  7      1     2       4    4    9    7
  8      1     2       9    3    2    8
  9      1     1       6    9    8    2
 10      1     3       1    5    2    1
 11      1     1       7    8    7    7
 12      1     9       7    3    6   10
 13      1     9       7    1    9    6
 14      1     1       9    6    2    1
 15      1     8       3    5    7    4
 16      1    10       6    9    8    8
 17      1    10       6    5    2    7
 18      1     3       2    6    5    9
 19      1     4       2    6   10    3
 20      1     8       6    4    5    8
 21      1     1       2    4    8    6
 22      1     3       3    6    5    5
 23      1     6       6    2    7    9
 24      1     1       8    6    5    6
 25      1     1       6    7    5    6
 26      1     1       5   10    5    5
 27      1     4       7    1    5    5
 28      1     5       7    3    2    3
 29      1     3       1    4    5    2
 30      1     2       3    8    6    3
 31      1     9       2    7    7    9
 32      1     0       0    0    0    0
************************************************************************
RESOURCEAVAILABILITIES:
  R 1  R 2  N 1  N 2
   28   31  126  127
************************************************************************
Entscheidungen                :  2
Nr.  Aktivierer  #Auswahl  Auszuw�hlende
 1       20         2      21  22
 2        2         2      23  24
************************************************************************
Bedingungen                   :  1
Nr.  Aktivierer  #Auswahl  Bedingte
 1       22         3      25  28  29
************************************************************************
OVERCAPACITY COSTS:
1->0.5
2->0.5
MAX OVERCAPACITY:
1->7
2->7
