************************************************************************
file with basedata            : Modellendogen.txt
initial value random generator: 801376475
************************************************************************
projects                      :  1
jobs (incl. supersource/sink ):  32
horizon                       :  177
RESOURCES
  - renewable                 :  2   R
  - nonrenewable              :  2   N
  - doubly constrained        :  0   D
************************************************************************
PROJECT INFORMATION:
pronr.  #jobs rel.date duedate tardcost  MPM-Time
    1     30      0       61       17       61
************************************************************************
PRECEDENCE RELATIONS:
jobnr.   #modes    #successors   successors
   1       1            3           2   3  25
   2       1            3           5  10  17
   3       1            3           4   5  10
   4       1            3           6   8   9
   5       1            3          11  14  15
   6       1            3           7  22  29
   7       1            3          11  12  27
   8       1            3          13  22  29
   9       1            3          15  16  24
  10       1            3          11  12  14
  11       1            3          13  20  21
  12       1            3          13  20  21
  13       1            2          18  24
  14       1            3          16  25  27
  15       1            3          18  19  28
  16       1            3          18  19  26
  17       1            3          19  21  23
  18       1            2          30  32
  19       1            1          29
  20       1            3          23  25  28
  21       1            2          24  26
  22       1            2          23  27
  23       1            2          26  31
  24       1            1          25
  25       1            2          30  32
  26       1            2          30  32
  27       1            1          28
  28       1            2          31  32
  29       1            2          31  32
  30       1            1          32
  31       1            1          32
  32       1            0        
************************************************************************
REQUESTS/DURATIONS:
jobnr. mode duration  R 1  R 2  N 1  N 2
------------------------------------------------------------------------
  1      1     0       0    0    0    0
  2      1     9       9    0    8    4
  3      1     2       0    4    2    7
  4      1     4       0    3    5    6
  5      1     1       7    0    5    3
  6      1     8       3    0    3    3
  7      1     4       3    0    8    8
  8      1     7       0    9   10    3
  9      1     4      10    0    7    3
 10      1     4       0    5    6    8
 11      1     4       0    5    8    6
 12      1    10       9    0    6    2
 13      1     9       8    0    7    3
 14      1     3       0    1    6    1
 15      1     7       0    8    5    4
 16      1     2       0    7    4    7
 17      1     9       0    5    8    6
 18      1     2       0    5    8    5
 19      1     9       0    3    5    7
 20      1     5       8    0    8    7
 21      1     7       0    5    2    5
 22      1     2       0    2    9    4
 23      1    10       4    0    8    6
 24      1     9       9    0    2    5
 25      1     7       3    0    9    5
 26      1     4       6    0    5    9
 27      1     7       5    0    2    3
 28      1     4       4    0    7    6
 29      1    10       0    6    9    7
 30      1     8       0    4    4    1
 31      1     6       6    0    6    6
 32      1     0       0    0    0    0
************************************************************************
RESOURCEAVAILABILITIES:
  R 1  R 2  N 1  N 2
   16   18  182  150
************************************************************************
Entscheidungen                :  2
Nr.  Aktivierer  #Auswahl  Auszuw�hlende
 1        9         4      12  19  20  30
 2        8         4      17  21  24  31
************************************************************************
Bedingungen                   :  1
Nr.  Aktivierer  #Auswahl  Bedingte
 1       12         1      14
************************************************************************
OVERCAPACITY COSTS:
1->0.5
2->0.5
MAX OVERCAPACITY:
1->4
2->4
