************************************************************************
file with basedata            : Modellendogen.txt
initial value random generator: 787067059
************************************************************************
projects                      :  1
jobs (incl. supersource/sink ):  32
horizon                       :  149
RESOURCES
  - renewable                 :  2   R
  - nonrenewable              :  2   N
  - doubly constrained        :  0   D
************************************************************************
PROJECT INFORMATION:
pronr.  #jobs rel.date duedate tardcost  MPM-Time
    1     30      0       50       21       50
************************************************************************
PRECEDENCE RELATIONS:
jobnr.   #modes    #successors   successors
   1       1           11           2   3  11  16  18  20  23  28  29  30  31
   2       1            3           8  15  32
   3       1            2           4  10
   4       1            3           5   6  19
   5       1            3           7   8   9
   6       1            2          26  32
   7       1            3          11  15  23
   8       1            3          22  24  32
   9       1            3          17  22  32
  10       1            3          12  13  14
  11       1            1          21
  12       1            3          15  20  29
  13       1            2          24  32
  14       1            2          16  32
  15       1            2          17  32
  16       1            2          23  32
  17       1            2          18  31
  18       1            2          25  32
  19       1            2          30  32
  20       1            2          27  32
  21       1            2          22  32
  22       1            2          28  32
  23       1            2          25  32
  24       1            3          25  28  32
  25       1            2          27  32
  26       1            2          28  32
  27       1            2          30  32
  28       1            2          30  32
  29       1            2          31  32
  30       1            1          32
  31       1            1          32
  32       1            0        
************************************************************************
REQUESTS/DURATIONS:
jobnr. mode duration  R 1  R 2  N 1  N 2
------------------------------------------------------------------------
  1      1     0       0    0    0    0
  2      1     2       7    1    6    9
  3      1     7       1    8    9    6
  4      1     4      10    6    7    8
  5      1     4       7    9    4    9
  6      1     4       3    8    6    7
  7      1     8       6    6    3    6
  8      1     4       9    3    5    9
  9      1    10       7    5    8    3
 10      1     5       8    7    8   10
 11      1     3       5    5    8    3
 12      1     5       5    7    4    2
 13      1    10       8    4    8    2
 14      1     5      10    6   10    4
 15      1     3       4    5    3    8
 16      1     1       1    5    3    4
 17      1     6       4    3    4    6
 18      1     2       5    6    4    6
 19      1     1       6    6    6    6
 20      1     5       9    5    9    5
 21      1     2       7    4    7    2
 22      1     8       2    7    5    4
 23      1     6       9    4    2   10
 24      1     3       7    8    2    5
 25      1     3       6    8    7    4
 26      1     6       9    4    6    8
 27      1     5       7    2    9    9
 28      1     2       3    5    9    8
 29      1    10       9    5    6    6
 30      1     8       7    8    9    7
 31      1     7       2    6    2    8
 32      1     0       0    0    0    0
************************************************************************
RESOURCEAVAILABILITIES:
  R 1  R 2  N 1  N 2
   22   16  134  138
************************************************************************
Entscheidungen                :  4
Nr.  Aktivierer  #Auswahl  Auszuw�hlende
 1       10         4      15  17  19  25
 2       13         4      16  23  26  27
 3       23         4      24  28  29  30
 4        4         4       7   8  12  14
************************************************************************
Bedingungen                   :  2
Nr.  Aktivierer  #Auswahl  Bedingte
 1       30         1      31
 2       16         1      22
************************************************************************
OVERCAPACITY COSTS:
1->0.5
2->0.5
MAX OVERCAPACITY:
1->5
2->4
