************************************************************************
file with basedata            : ..\EXAMPLE\EXPL.BAS
initial value random generator: 1555726738
************************************************************************
projects                      :  1
jobs (incl. supersource/sink ):  32
horizon                       :  176
RESOURCES
  - renewable                 :  2   R
  - nonrenewable              :  2   N
  - doubly constrained        :  0   D
************************************************************************
PROJECT INFORMATION:
pronr.  #jobs rel.date duedate tardcost  MPM-Time
    1     30      0       77        3       77
************************************************************************
PRECEDENCE RELATIONS:
jobnr.    #modes  #successors   successors
   1        1          1           2
   2        1          3           3   4   5
   3        1          3           8  11  13
   4        1          3           7  10  19
   5        1          3           6  14  17
   6        1          2          15  22
   7        1          3           9  21  26
   8        1          1          12
   9        1          1          12
  10        1          2          20  24
  11        1          1          18
  12        1          1          17
  13        1          1          24
  14        1          1          16
  15        1          1          21
  16        1          1          25
  17        1          2          18  28
  18        1          2          27  29
  19        1          1          20
  20        1          3          21  23  26
  21        1          2          29  30
  22        1          1          24
  23        1          1          27
  24        1          1          28
  25        1          1          26
  26        1          1          28
  27        1          1          30
  28        1          1          30
  29        1          1          31
  30        1          1          31
  31        1          1          32
  32        1          0        
************************************************************************
REQUESTS/DURATIONS:
jobnr. mode duration  R 1  R 2  N 1  N 2
------------------------------------------------------------------------
  1      1     0       0    0    0    0
  2      1     6       5    0    3    6
  3      1     1       0    5    6    2
  4      1     2       4    0    6    5
  5      1     8       0    5    5    6
  6      1     9       6    0    9    2
  7      1     2      10    0    9    2
  8      1     2       6    0    3    4
  9      1     6       0    3    7    9
 10      1     9       0    5    2    9
 11      1     4       0    2    1    6
 12      1     2       7    0    7    3
 13      1     3       0    3    7   10
 14      1    10       2    0    7    7
 15      1     1       0    8    5    3
 16      1    10       0    2    2    4
 17      1     9       3    0    4    4
 18      1     5       0    6    8    4
 19      1     7       2    0    5    8
 20      1     8       6    0    7    4
 21      1     6       0    6    5    8
 22      1     3       1    0    5   10
 23      1     6       0    8    9    2
 24      1     5       3    0    9    2
 25      1    10       0    1    4    8
 26      1     8       0    7    4    4
 27      1     6       7    0    2    1
 28      1     8       0    4    4    4
 29      1     3       6    0    5    1
 30      1     9       0    9    8    6
 31      1     8       5    0    8    2
 32      1     0       0    0    0    0
************************************************************************
RESOURCEAVAILABILITIES:
  R 1  R 2  N 1  N 2
   12   12  166  146
************************************************************************
OVERCAPACITY COSTS:
1->0.5
2->0.5
MAX OVERCAPACITY:
1->6
2->6
